标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
转发微博 ,非敏感,转发,9/6/2020 1:02,@娱尾纹 #黄龄工作室发视频回应# 《乘风破浪的姐姐》成团之夜，@黄龄 对自己组的姐姐们说：“最想成团的是你们六个乖乖，”引发热议，网友纷纷猜测#黄龄说的什么意思# 。中午，@黄龄工作室 发布一段视频疑似回应此事。视频中，黄龄说自己喜欢跟猫猫狗狗说话，因为跟人说话会一传十十传百，自己的意思会被误会。http://t.cn/A64MZVx4,普通,上海, ,男,转发微博 【原微博】 @娱尾纹 #黄龄工作室发视频回应# 《乘风破浪的姐姐》成团之夜，@黄龄 对自己组的姐姐们说：“最想成团的是你们六个乖乖，”引发热议，网友纷纷猜测#黄龄说的什么意思# 。中午，@黄龄工作室 发布一段视频疑似回应此事。视频中，黄龄说自己喜欢跟猫猫狗狗说话，因为跟人说话会一传十十传百，自己的意思会被误会。http://t.cn/A64MZVx4,0,0,0,0,0,黄龄说的什么意思;黄龄工作室发视频回应,中性,其他,"[http://wx2.sinaimg.cn/bmiddle/001Na93Ily1gifpm0gt4nj60kj0elgum02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Na93Ily1gifpm08eukj60sg0jlwgy02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Na93Ily1gifpm0fw2rj60sg0jh76s02.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/001Na93Ily1gifpm0fetjj60sg0igmzb02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/001Na93Ily1gifpm09ix7j60qk0iw0uw02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/001Na93Ily1gifpm0f938j60ro0je0ux02.jpg""]""",3197847fc4ca192087244ded7a2a1c08,25001f70de8798f4c724c5d4eb9f8f57,f63bd82904088cdf3bb7ad35d0259de8,352d0def81d0b6bf1f2e9b958d52994e,f63bd82904088cdf3bb7ad35d0259de8,352d0def81d0b6bf1f2e9b958d52994e,,0
[笑而不语]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/13/2020 11:24,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,男,[笑而不语]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,2159,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",3167ed2a4344012f2f71e00daf4a2213,328d649f624ee8c2b2eb9cdf18381443,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,edcbbf2f203b325307c46ecc8e7d7324,150ec83b3e4f0528ea92b63a826ec398,,1
[喵喵]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:07,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,男,[喵喵]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,2159,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",3167ed2a4344012f2f71e00daf4a2213,5ce40f6a2cd6fac16c49483fa38c6e57,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
我不在了！太棒了//@只吃糖__:啊啊啊啊啊啊啊我没了！！！好高级的性感！！！！ ,非敏感,转发,9/4/2020 23:00,@微博综艺 #想魂穿蔡徐坤的伴舞# #蔡徐坤情人改编版舞台# #乘风破浪的姐姐成团之夜# 今晚《乘风破浪的姐姐》成团夜直播，@蔡徐坤 带来全新改编版《情人》舞台，迷幻音色中加入回声，塑造了声音的空间感，舞美设计利用多媒体幕布打造分屏式体验，改编后的《情人》更有代入感了！建议配合耳机食用更佳～ http://t.cn/A64fIZXB,橙V,北京, ,女,我不在了！太棒了//@只吃糖__:啊啊啊啊啊啊啊我没了！！！好高级的性感！！！！ 【原微博】 @微博综艺 #想魂穿蔡徐坤的伴舞# #蔡徐坤情人改编版舞台# #乘风破浪的姐姐成团之夜# 今晚《乘风破浪的姐姐》成团夜直播，@蔡徐坤 带来全新改编版《情人》舞台，迷幻音色中加入回声，塑造了声音的空间感，舞美设计利用多媒体幕布打造分屏式体验，改编后的《情人》更有代入感了！建议配合耳机食用更佳～ http://t.cn/A64fIZXB,296,9826,1,0,0,蔡徐坤情人改编版舞台;想魂穿蔡徐坤的伴舞;乘风破浪的姐姐成团之夜,悲伤,其他, ,313f84810d4f83ce08db0b3f3d30083f,5b7d323a7678972f4b6520c401ed1bd3,8481b6900cbd3710973d276ee2903377,381173ebfdb7b431b1600c4c1c95ddca,45a3407ab1c03dffb943f2fbe9240b02,5bbffd3e5b8cbe1b37af604a2854afd7,,0
[赞][赞]转发微博 ,非敏感,转发,9/7/2020 6:28,@剧小二 #乘风破浪的姐姐成团之夜节目单#  蔡徐坤再现《情人》舞台！[憧憬] 今日份撩撩坤上线，撩到你了吗？[偷笑] 小二被酸哭了[酸] #乘风破浪的姐姐成团之夜# http://t.cn/A64ffgXI ??,普通,广东,江门,男,[赞][赞]转发微博 【原微博】 @剧小二 #乘风破浪的姐姐成团之夜节目单#  蔡徐坤再现《情人》舞台！[憧憬] 今日份撩撩坤上线，撩到你了吗？[偷笑] 小二被酸哭了[酸] #乘风破浪的姐姐成团之夜# http://t.cn/A64ffgXI ??,2,1675,0,0,0,乘风破浪的姐姐成团之夜节目单;乘风破浪的姐姐成团之夜,喜悦,其他, ,31356d777b96d99817ccae44f70c18a2,5d502f5e64a865b637158a159e8b60a8,e6df27f07efc9f6951ebc0878a469842,48e96145e6042c50f68c222a7bd167bc,e6df27f07efc9f6951ebc0878a469842,48e96145e6042c50f68c222a7bd167bc,,0
好好玩，我要参加。不错活动 ,非敏感,转发,9/5/2020 15:40,@迷妹速报 #张萌袁咏琳四手联弹##张萌袁咏琳舞台太好哭了#《乘风破浪的姐姐》成团之夜直播，张萌和袁咏琳的舞台绝美！钢琴一出就想起萌萌子第一次弹琴的画面，再回想萌萌子之前的表现，欢乐喜剧人、开水壶成精、apologizer道歉达人、后妈茶话会，萌萌子真是快乐源泉，有点舍不得~ ??,普通,四川,成都,男,好好玩，我要参加。不错活动 【原微博】 @迷妹速报 #张萌袁咏琳四手联弹##张萌袁咏琳舞台太好哭了#《乘风破浪的姐姐》成团之夜直播，张萌和袁咏琳的舞台绝美！钢琴一出就想起萌萌子第一次弹琴的画面，再回想萌萌子之前的表现，欢乐喜剧人、开水壶成精、apologizer道歉达人、后妈茶话会，萌萌子真是快乐源泉，有点舍不得~ ??,104,367,0,0,0,张萌袁咏琳舞台太好哭了;张萌袁咏琳四手联弹,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/72300584ly1giey3avs0eg20in0ahnpd.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/72300584ly1giey3fq3teg20in0ahkjo.gif""&&&&""http://wx1.sinaimg.cn/bmiddle/72300584ly1giey3skcwhg20in0ahx6z.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/72300584ly1giey3xikklg20in0ahu0z.gif""&&&&""http://wx2.sinaimg.cn/bmiddle/72300584ly1giey4kzzepg20in0ahnpr.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/72300584ly1giey374odwg20in0ahe8a.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/72300584ly1giey4xlqmwg20in0ahhdx.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/72300584ly1giey57t6j4g20in0ah4qt.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/72300584ly1giey5rkrwtg20in0ahkjx.gif""]""",30800c1dfb758ac7f12325bf18f6ccc7,6c3d322ff4bdd40d73f9101896fc83d8,c90b87732196629bba18d3a19a12226e,2f63f0cde835fb155b7b9588cadae665,c90b87732196629bba18d3a19a12226e,2f63f0cde835fb155b7b9588cadae665,,0
卧槽卧槽卧槽[泪][泪][泪]蔡徐坤怎么那么绝啊[泪][泪]//@蔡徐坤工作室:#蔡徐坤情人改编版舞台# 梦想不止，乘风直上；心系舞台，逐浪奔赴。青年歌手@蔡徐坤 再度和前卫艺术家合作《情人》舞台，独特声线游走于光电变幻间，带来一场顶级的视听盛宴。#成团夜蔡徐坤舞台# ,非敏感,转发,9/4/2020 21:55,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】听过了姐姐们的《情人》，再来听听原唱@蔡徐坤 不一样的风格，不一样的感受，光影之间，夜色撩人，每一句都唱到心里，让人“小鹿乱撞”~  [可怜] http://t.cn/A64fJGfO ??,橙V,山东,青岛,女,卧槽卧槽卧槽[泪][泪][泪]蔡徐坤怎么那么绝啊[泪][泪]//@蔡徐坤工作室:#蔡徐坤情人改编版舞台# 梦想不止，乘风直上；心系舞台，逐浪奔赴。青年歌手@蔡徐坤 再度和前卫艺术家合作《情人》舞台，独特声线游走于光电变幻间，带来一场顶级的视听盛宴。#成团夜蔡徐坤舞台# 【原微博】 @乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】听过了姐姐们的《情人》，再来听听原唱@蔡徐坤 不一样的风格，不一样的感受，光影之间，夜色撩人，每一句都唱到心里，让人“小鹿乱撞”~  [可怜] http://t.cn/A64fJGfO ??,89,1460,0,0,0,成团夜蔡徐坤舞台;乘风破浪的姐姐;蔡徐坤情人改编版舞台,悲伤,其他, ,304a66d0c818fade1e5321909647448b,838f7b2c6eb2c785f310365402974567,75826a719279e7b3286c7dde7adeda98,c06e30c61372f6e8abf72369e3ade9ce,6e3e6ead7e3708888b3fdb631022b646,18ec0d1d99bee577fe4dd16f19b032ae,,0
哈哈哈哈哈哈哈宝贝这圈粉能力赞[喵喵] ,非敏感,转发,9/4/2020 22:05,@August_紫菜包饭 又到了我喜欢的路人夸蔡徐坤环节！cxk真的是露脸既吸粉啊！情人每一次舞台都是突破都是惊艳啊！#想魂穿蔡徐坤的伴舞#巨c#乘风破浪的姐姐成团之夜# ??,橙V,山东,青岛,女,哈哈哈哈哈哈哈宝贝这圈粉能力赞[喵喵] 【原微博】 @August_紫菜包饭 又到了我喜欢的路人夸蔡徐坤环节！cxk真的是露脸既吸粉啊！情人每一次舞台都是突破都是惊艳啊！#想魂穿蔡徐坤的伴舞#巨c#乘风破浪的姐姐成团之夜# ??,89,1460,0,0,0,想魂穿蔡徐坤的伴舞;乘风破浪的姐姐成团之夜,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/a0a9a06dly1giez2xjm6hj20v80c70vo.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/a0a9a06dly1gieydxk3igj20rs0wxwmp.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/a0a9a06dly1gieydyc5qrj20u00zu7ea.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/a0a9a06dly1gieydytxlyj20u012i12x.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/a0a9a06dly1gieyajjv2gg20qo0f3e82.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/a0a9a06dly1gieydzd147j20ty0zg7e2.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/a0a9a06dly1gieye0ars4j20ty0ws490.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/a0a9a06dly1gieye0n7tyj20v90s3n5d.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/a0a9a06dly1gieye0zwhaj20rs0shahd.jpg""]""",304a66d0c818fade1e5321909647448b,8571c6fb2045581e0b8a2bc8261f07cf,53d40e927f0a7c089982a2f257680538,48e72db70832e888b93221f82ee98f59,53d40e927f0a7c089982a2f257680538,48e72db70832e888b93221f82ee98f59,,0
我爱了[米奇喜歡] ,非敏感,转发,9/4/2020 22:44,@鹅组吃瓜兔 #李宇春姐姐们开场走秀好像维密##李宇春把宁静拉到C位#终于等到了今晚乘风破浪的姐姐成团之夜，李宇春《无价之姐》舞蹈首秀上演，与姐姐们的互动也是real忙，最后ending pose 还牵手静姐旋转拉到C位！情商太高了！春春好谦虚[憧憬] http://t.cn/A64fcm8V ??,普通,福建,福州,男,我爱了[米奇喜歡] 【原微博】 @鹅组吃瓜兔 #李宇春姐姐们开场走秀好像维密##李宇春把宁静拉到C位#终于等到了今晚乘风破浪的姐姐成团之夜，李宇春《无价之姐》舞蹈首秀上演，与姐姐们的互动也是real忙，最后ending pose 还牵手静姐旋转拉到C位！情商太高了！春春好谦虚[憧憬] http://t.cn/A64fcm8V ??,0,99,0,0,0,李宇春姐姐们开场走秀好像维密;李宇春把宁静拉到C位,喜悦,其他, ,303cef9a6850ab786f8651e154bc6633,940c4dfa15557a063a975c7a6b21bce0,54bdcb5af79ef0a684169752bfa13e03,ce398c5fb4f6695baa85aec8b0314319,54bdcb5af79ef0a684169752bfa13e03,ce398c5fb4f6695baa85aec8b0314319,,0
#今日消费资讯# http://t.cn/A642h4YG- 《金刚川》首款概念海报发布- 《王牌特工：源起》北美上映时间推迟到明年 2 月 26 日- ?% ARABICA 华中首店在武汉天地开幕- BYREDO 在深圳和北京开出新店- 郭麒麟出任高夫品牌代言人和京东居家代言人- 周杰伦和王俊凯出任《英雄联盟》中国区品牌代言人 ??,非敏感,原创,8/29/2020 12:12, ,普通,四川,成都,女,#今日消费资讯# http://t.cn/A642h4YG- 《金刚川》首款概念海报发布- 《王牌特工：源起》北美上映时间推迟到明年 2 月 26 日- ?% ARABICA 华中首店在武汉天地开幕- BYREDO 在深圳和北京开出新店- 郭麒麟出任高夫品牌代言人和京东居家代言人- 周杰伦和王俊凯出任《英雄联盟》中国区品牌代言人 ??,2525,743,0,0,0,今日消费资讯,愤怒,其他,"[http://wx3.sinaimg.cn/bmiddle/0089FcZggy1gi7k2qakj6j30go0miaiw.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/0089FcZggy1gi7k2qajbhj30m71a3al0.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/0089FcZggy1gi7k2rvnmog30m80fsqah.gif""&&&&""http://wx1.sinaimg.cn/bmiddle/0089FcZggy1gi7k2q7yffj30m80go44t.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/0089FcZggy1gi7k2qa3xfj30m80iijyq.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/0089FcZggy1gi7k2qdazsj30p00e3dom.jpg""]""",301a8be392e5a2f77f66e838c22fc47c,65516e8ea31ec343e51aadea4ef50ee9,,,,,,0
转发微博 ,非敏感,转发,10/17/2020 9:17,@苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??,普通,山东, ,男,转发微博 【原微博】 @苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??,48,1603,0,0,0,NBA总决赛,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/6604251bly1gjmntg7hs1j20u013otnm.jpg""]""",3018c79b50692a18b98aa012fd825a6e,d8cb7a27c4b4ff69783a5f5ccd2a428f,5fbc1a344135f192db1997585e4446ab,3e70967c3f620847455970a9287faeaf,5fbc1a344135f192db1997585e4446ab,3e70967c3f620847455970a9287faeaf,,0
小刘一如既往喜欢詹姆斯 ,非敏感,转发,10/12/2020 21:53,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,橙V,北京, ,女,小刘一如既往喜欢詹姆斯 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,253,4525,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",2fcdc8bdce1b63c45e862aea2151f0b2,0be4cd0490c7a75778b3fe9b0e0bcac2,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,,0
[右哼哼][亲亲]感谢给力转发[路过这儿][din爱你][浪] ,非敏感,转发,10/13/2020 12:19,@李鑫一Rex 一个赛季结束了，湖人总冠军！！湖人总冠军！湖人总冠军！！????? ??,普通,广东,惠州,男,[右哼哼][亲亲]感谢给力转发[路过这儿][din爱你][浪] 【原微博】 @李鑫一Rex 一个赛季结束了，湖人总冠军！！湖人总冠军！湖人总冠军！！????? ??,0,90,0,0,0, ,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/006m9KLkly1gjmg6c32vmj30ku112k1u.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/006m9KLkly1gjmg63m1z8j31hc0u0hbe.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/006m9KLkly1gjmg6l6x6dj30j60ny0wn.jpg""]""",2e9d30f3aff9763a608b3618985958c2,5be9fa99a3d7ce0b1e4b029b4e18064d,825c877fc7b61efaa24bb39892b26c3c,27c2ea1d02d4b71fa21e378051ce26c6,b18e2aeb26696108ec3390a0986b1b06,39726c2cbecbfe373a883f01482bb463,,0
[哪吒开心][哆啦A梦美味]等到看你银色满际[小V生气][小黄人高兴] ,非敏感,转发,10/12/2020 13:26,@邢昭林 十年了！终于！！恭喜！！#湖人总冠军# ??,普通,安徽,黄山,女,[哪吒开心][哆啦A梦美味]等到看你银色满际[小V生气][小黄人高兴] 【原微博】 @邢昭林 十年了！终于！！恭喜！！#湖人总冠军# ??,1,232,0,0,0,湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b7951d3ly1gjmg7xkz70j20xc0hg795.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/9b7951d3ly1gjmg7xw4h4j20iw0an3zn.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/9b7951d3ly1gjmg7y9ifcj20u011idnv.jpg""]""",2e850e996de6c6b085543ce147f535a7,1e842b7f9ab5216571bdd14770ac9579,6c6478db8c261cdb739105f0c91e0cd4,741c533b5404d0fa42f46cc17b9632ce,c7754130a196137ac4f79b1dc3d64855,4cf8047289fe96b4972df9713b6ee72f,,0
[心]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/29/2020 1:24,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[心]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,6f5db4014f56f009cd1845ce6027a380,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[好爱哦]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/29/2020 4:34,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[好爱哦]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,5457f831d235b306f3e309543ec36323,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[喵喵]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/29/2020 8:08,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[喵喵]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,b01d8812bf21ba538b42781cf701d131,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[可怜]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/30/2020 3:54,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[可怜]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,00d7a0b960df9ee165571ab45c9046e9,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[害羞]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/30/2020 11:53,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[害羞]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,83e07ddf5f3c2445394386a3d2930bcc,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
